code,name,metric,fy,basis,value,unit,source,as_of
9001,"TOBU RAILWAY CO.,LTD.",net_sales,FY2026,company,653000000000.0,jpy_abs,jquants,2026-04-30
9001,"TOBU RAILWAY CO.,LTD.",net_sales,FY2026,consensus,678825000000.0,jpy_abs,yfinance,2026-08-27
9001,"TOBU RAILWAY CO.,LTD.",operating_profit,FY2026,company,70000000000.0,jpy_abs,jquants,2026-04-30
9001,"TOBU RAILWAY CO.,LTD.",dps,FY2027,company,75.0,jpy,jquants,2026-04-30
9001,"TOBU RAILWAY CO.,LTD.",eps,FY2027,company,284.85,jpy,jquants,2026-04-30
9001,"TOBU RAILWAY CO.,LTD.",eps,FY2027,consensus,267.9891,jpy,yfinance,2026-08-27
9001,"TOBU RAILWAY CO.,LTD.",net_profit,FY2027,company,56000000000.0,jpy_abs,jquants,2026-04-30
9001,"TOBU RAILWAY CO.,LTD.",net_sales,FY2027,company,673000000000.0,jpy_abs,jquants,2026-04-30
9001,"TOBU RAILWAY CO.,LTD.",net_sales,FY2027,consensus,692275000000.0,jpy_abs,yfinance,2026-08-27
9001,"TOBU RAILWAY CO.,LTD.",operating_profit,FY2027,company,72000000000.0,jpy_abs,jquants,2026-04-30
9001,"TOBU RAILWAY CO.,LTD.",eps,FY2028,consensus,267.9891,jpy,yfinance,2026-08-27
9001,"TOBU RAILWAY CO.,LTD.",net_sales,FY2028,consensus,692275000000.0,jpy_abs,yfinance,2026-08-27
9003,"Sotetsu Holdings,Inc.",dps,FY2026,company,65.0,jpy,jquants,2026-04-28
9003,"Sotetsu Holdings,Inc.",eps,FY2026,company,234.45,jpy,jquants,2026-04-28
9003,"Sotetsu Holdings,Inc.",eps,FY2026,consensus,252.2,jpy,yfinance,2026-08-27
9003,"Sotetsu Holdings,Inc.",net_profit,FY2026,company,22500000000.0,jpy_abs,jquants,2026-04-28
9003,"Sotetsu Holdings,Inc.",net_sales,FY2026,company,312000000000.0,jpy_abs,jquants,2026-04-28
9003,"Sotetsu Holdings,Inc.",net_sales,FY2026,consensus,325300000000.0,jpy_abs,yfinance,2026-08-27
9003,"Sotetsu Holdings,Inc.",operating_profit,FY2026,company,35300000000.0,jpy_abs,jquants,2026-04-28
9003,"Sotetsu Holdings,Inc.",dps,FY2027,company,70.0,jpy,jquants,2026-04-28
9003,"Sotetsu Holdings,Inc.",eps,FY2027,company,230.28,jpy,jquants,2026-04-28
9003,"Sotetsu Holdings,Inc.",eps,FY2027,consensus,260.5,jpy,yfinance,2026-08-27
9003,"Sotetsu Holdings,Inc.",net_profit,FY2027,company,22100000000.0,jpy_abs,jquants,2026-04-28
9003,"Sotetsu Holdings,Inc.",net_sales,FY2027,company,321300000000.0,jpy_abs,jquants,2026-04-28
9003,"Sotetsu Holdings,Inc.",net_sales,FY2027,consensus,342900000000.0,jpy_abs,yfinance,2026-08-27
9003,"Sotetsu Holdings,Inc.",operating_profit,FY2027,company,37000000000.0,jpy_abs,jquants,2026-04-28
9003,"Sotetsu Holdings,Inc.",eps,FY2028,consensus,260.5,jpy,yfinance,2026-08-27
9003,"Sotetsu Holdings,Inc.",net_sales,FY2028,consensus,342900000000.0,jpy_abs,yfinance,2026-08-27
9005,TOKYU CORPORATION,dps,FY2026,company,30.0,jpy,jquants,2026-05-27
9005,TOKYU CORPORATION,eps,FY2026,company,146.88,jpy,jquants,2026-05-27
9005,TOKYU CORPORATION,eps,FY2026,consensus,160.71066,jpy,yfinance,2026-08-27
9005,TOKYU CORPORATION,net_profit,FY2026,company,84000000000.0,jpy_abs,jquants,2026-05-27
9005,TOKYU CORPORATION,net_sales,FY2026,company,1088000000000.0,jpy_abs,jquants,2026-05-27
9005,TOKYU CORPORATION,net_sales,FY2026,consensus,1136085804190.0,jpy_abs,yfinance,2026-08-27
9005,TOKYU CORPORATION,operating_profit,FY2026,company,106000000000.0,jpy_abs,jquants,2026-05-27
9005,TOKYU CORPORATION,dps,FY2027,company,32.0,jpy,jquants,2026-05-27
9005,TOKYU CORPORATION,eps,FY2027,company,158.15,jpy,jquants,2026-05-27
9005,TOKYU CORPORATION,eps,FY2027,consensus,165.45631,jpy,yfinance,2026-08-27
9005,TOKYU CORPORATION,net_profit,FY2027,company,90000000000.0,jpy_abs,jquants,2026-05-27
9005,TOKYU CORPORATION,net_sales,FY2027,company,1140000000000.0,jpy_abs,jquants,2026-05-27
9005,TOKYU CORPORATION,net_sales,FY2027,consensus,1155449787060.0,jpy_abs,yfinance,2026-08-27
9005,TOKYU CORPORATION,operating_profit,FY2027,company,110000000000.0,jpy_abs,jquants,2026-05-27
9005,TOKYU CORPORATION,eps,FY2028,consensus,165.45631,jpy,yfinance,2026-08-27
9005,TOKYU CORPORATION,net_sales,FY2028,consensus,1155449787060.0,jpy_abs,yfinance,2026-08-27
9006,Keikyu Corporation,dps,FY2026,company,46.0,jpy,jquants,2026-05-11
9006,Keikyu Corporation,eps,FY2026,company,114.92,jpy,jquants,2026-05-11
9006,Keikyu Corporation,eps,FY2026,consensus,116.69498,jpy,yfinance,2026-08-27
9006,Keikyu Corporation,net_profit,FY2026,company,31000000000.0,jpy_abs,jquants,2026-05-11
9006,Keikyu Corporation,net_sales,FY2026,company,300000000000.0,jpy_abs,jquants,2026-05-11
9006,Keikyu Corporation,net_sales,FY2026,consensus,387800000000.0,jpy_abs,yfinance,2026-08-27
9006,Keikyu Corporation,operating_profit,FY2026,company,31000000000.0,jpy_abs,jquants,2026-05-11
9006,Keikyu Corporation,dps,FY2027,company,46.0,jpy,jquants,2026-05-11
9006,Keikyu Corporation,eps,FY2027,company,115.06,jpy,jquants,2026-05-11
9006,Keikyu Corporation,eps,FY2027,consensus,110.0441,jpy,yfinance,2026-08-27
9006,Keikyu Corporation,net_profit,FY2027,company,30000000000.0,jpy_abs,jquants,2026-05-11
9006,Keikyu Corporation,net_sales,FY2027,company,401500000000.0,jpy_abs,jquants,2026-05-11
9006,Keikyu Corporation,net_sales,FY2027,consensus,370050000000.0,jpy_abs,yfinance,2026-08-27
9006,Keikyu Corporation,operating_profit,FY2027,company,45000000000.0,jpy_abs,jquants,2026-05-11
9006,Keikyu Corporation,eps,FY2028,consensus,110.0441,jpy,yfinance,2026-08-27
9006,Keikyu Corporation,net_sales,FY2028,consensus,370050000000.0,jpy_abs,yfinance,2026-08-27
9007,"Odakyu Electric Railway Co.,Ltd.",dps,FY2026,company,50.0,jpy,jquants,2026-05-13
9007,"Odakyu Electric Railway Co.,Ltd.",eps,FY2026,company,101.38,jpy,jquants,2026-05-13
9007,"Odakyu Electric Railway Co.,Ltd.",eps,FY2026,consensus,116.16068,jpy,yfinance,2026-08-27
9007,"Odakyu Electric Railway Co.,Ltd.",net_profit,FY2026,company,35000000000.0,jpy_abs,jquants,2026-05-13
9007,"Odakyu Electric Railway Co.,Ltd.",net_sales,FY2026,company,425000000000.0,jpy_abs,jquants,2026-05-13
9007,"Odakyu Electric Railway Co.,Ltd.",net_sales,FY2026,consensus,456609715580.0,jpy_abs,yfinance,2026-08-27
9007,"Odakyu Electric Railway Co.,Ltd.",operating_profit,FY2026,company,53000000000.0,jpy_abs,jquants,2026-05-13
9007,"Odakyu Electric Railway Co.,Ltd.",dps,FY2027,company,60.0,jpy,jquants,2026-05-13
9007,"Odakyu Electric Railway Co.,Ltd.",eps,FY2027,company,112.87,jpy,jquants,2026-05-13
9007,"Odakyu Electric Railway Co.,Ltd.",eps,FY2027,consensus,124.01852,jpy,yfinance,2026-08-27
9007,"Odakyu Electric Railway Co.,Ltd.",net_profit,FY2027,company,38300000000.0,jpy_abs,jquants,2026-05-13
9007,"Odakyu Electric Railway Co.,Ltd.",net_sales,FY2027,company,461300000000.0,jpy_abs,jquants,2026-05-13
9007,"Odakyu Electric Railway Co.,Ltd.",net_sales,FY2027,consensus,476259653860.0,jpy_abs,yfinance,2026-08-27
9007,"Odakyu Electric Railway Co.,Ltd.",operating_profit,FY2027,company,54000000000.0,jpy_abs,jquants,2026-05-13
9007,"Odakyu Electric Railway Co.,Ltd.",eps,FY2028,consensus,124.01852,jpy,yfinance,2026-08-27
9007,"Odakyu Electric Railway Co.,Ltd.",net_sales,FY2028,consensus,476259653860.0,jpy_abs,yfinance,2026-08-27
9008,Keio Corporation,dps,FY2026,company,110.0,jpy,jquants,2026-05-13
9008,Keio Corporation,eps,FY2026,company,355.53,jpy,jquants,2026-05-13
9008,Keio Corporation,eps,FY2026,consensus,73.26528,jpy,yfinance,2026-08-27
9008,Keio Corporation,net_profit,FY2026,company,42000000000.0,jpy_abs,jquants,2026-05-13
9008,Keio Corporation,net_sales,FY2026,company,502000000000.0,jpy_abs,jquants,2026-05-13
9008,Keio Corporation,net_sales,FY2026,consensus,510180000000.0,jpy_abs,yfinance,2026-08-27
9008,Keio Corporation,operating_profit,FY2026,company,51000000000.0,jpy_abs,jquants,2026-05-13
9008,Keio Corporation,dps,FY2027,company,22.0,jpy,jquants,2026-05-13
9008,Keio Corporation,eps,FY2027,company,74.28,jpy,jquants,2026-05-13
9008,Keio Corporation,eps,FY2027,consensus,69.16318,jpy,yfinance,2026-08-27
9008,Keio Corporation,net_profit,FY2027,company,43000000000.0,jpy_abs,jquants,2026-05-13
9008,Keio Corporation,net_sales,FY2027,company,504000000000.0,jpy_abs,jquants,2026-05-13
9008,Keio Corporation,net_sales,FY2027,consensus,535320000000.0,jpy_abs,yfinance,2026-08-27
9008,Keio Corporation,operating_profit,FY2027,company,51000000000.0,jpy_abs,jquants,2026-05-13
9008,Keio Corporation,eps,FY2028,consensus,69.16318,jpy,yfinance,2026-08-27
9008,Keio Corporation,net_sales,FY2028,consensus,535320000000.0,jpy_abs,yfinance,2026-08-27
9009,"Keisei Electric Railway Co.,Ltd.",dps,FY2026,company,18.0,jpy,jquants,2026-05-08
9009,"Keisei Electric Railway Co.,Ltd.",eps,FY2026,company,88.13,jpy,jquants,2026-05-08
9009,"Keisei Electric Railway Co.,Ltd.",eps,FY2026,consensus,90.99306,jpy,yfinance,2026-08-27
9009,"Keisei Electric Railway Co.,Ltd.",net_profit,FY2026,company,42500000000.0,jpy_abs,jquants,2026-05-08
9009,"Keisei Electric Railway Co.,Ltd.",net_sales,FY2026,company,331600000000.0,jpy_abs,jquants,2026-05-08
9009,"Keisei Electric Railway Co.,Ltd.",net_sales,FY2026,consensus,350189002400.0,jpy_abs,yfinance,2026-08-27
9009,"Keisei Electric Railway Co.,Ltd.",operating_profit,FY2026,company,31100000000.0,jpy_abs,jquants,2026-05-08
9009,"Keisei Electric Railway Co.,Ltd.",dps,FY2027,company,22.0,jpy,jquants,2026-05-08
9009,"Keisei Electric Railway Co.,Ltd.",eps,FY2027,company,81.49,jpy,jquants,2026-05-08
9009,"Keisei Electric Railway Co.,Ltd.",eps,FY2027,consensus,97.50958,jpy,yfinance,2026-08-27
9009,"Keisei Electric Railway Co.,Ltd.",net_profit,FY2027,company,39300000000.0,jpy_abs,jquants,2026-05-08
9009,"Keisei Electric Railway Co.,Ltd.",net_sales,FY2027,company,359800000000.0,jpy_abs,jquants,2026-05-08
9009,"Keisei Electric Railway Co.,Ltd.",net_sales,FY2027,consensus,363778262700.0,jpy_abs,yfinance,2026-08-27
9009,"Keisei Electric Railway Co.,Ltd.",operating_profit,FY2027,company,31000000000.0,jpy_abs,jquants,2026-05-08
9009,"Keisei Electric Railway Co.,Ltd.",eps,FY2028,consensus,97.50958,jpy,yfinance,2026-08-27
9009,"Keisei Electric Railway Co.,Ltd.",net_sales,FY2028,consensus,363778262700.0,jpy_abs,yfinance,2026-08-27
9021,West Japan Railway Company,dps,FY2026,company,90.5,jpy,jquants,2026-04-30
9021,West Japan Railway Company,eps,FY2026,company,258.12,jpy,jquants,2026-04-30
9021,West Japan Railway Company,eps,FY2026,consensus,227.82185,jpy,yfinance,2026-08-27
9021,West Japan Railway Company,net_profit,FY2026,company,118500000000.0,jpy_abs,jquants,2026-04-30
9021,West Japan Railway Company,net_sales,FY2026,company,1836000000000.0,jpy_abs,jquants,2026-04-30
9021,West Japan Railway Company,net_sales,FY2026,consensus,1842634000000.0,jpy_abs,yfinance,2026-08-27
9021,West Japan Railway Company,operating_profit,FY2026,company,195000000000.0,jpy_abs,jquants,2026-04-30
9021,West Japan Railway Company,dps,FY2027,company,97.5,jpy,jquants,2026-04-30
9021,West Japan Railway Company,eps,FY2027,company,219.74,jpy,jquants,2026-04-30
9021,West Japan Railway Company,eps,FY2027,consensus,225.46858,jpy,yfinance,2026-08-27
9021,West Japan Railway Company,net_profit,FY2027,company,100000000000.0,jpy_abs,jquants,2026-04-30
9021,West Japan Railway Company,net_sales,FY2027,company,1829000000000.0,jpy_abs,jquants,2026-04-30
9021,West Japan Railway Company,net_sales,FY2027,consensus,1894169416950.0,jpy_abs,yfinance,2026-08-27
9021,West Japan Railway Company,operating_profit,FY2027,company,165000000000.0,jpy_abs,jquants,2026-04-30
9021,West Japan Railway Company,eps,FY2028,consensus,225.46858,jpy,yfinance,2026-08-27
9021,West Japan Railway Company,net_sales,FY2028,consensus,1894169416950.0,jpy_abs,yfinance,2026-08-27
9022,Central Japan Railway Company,dps,FY2026,company,32.0,jpy,jquants,2026-04-28
9022,Central Japan Railway Company,eps,FY2026,company,517.98,jpy,jquants,2026-04-28
9022,Central Japan Railway Company,eps,FY2026,consensus,506.65994,jpy,yfinance,2026-08-27
9022,Central Japan Railway Company,net_profit,FY2026,company,502000000000.0,jpy_abs,jquants,2026-04-28
9022,Central Japan Railway Company,net_sales,FY2026,company,1969000000000.0,jpy_abs,jquants,2026-04-28
9022,Central Japan Railway Company,net_sales,FY2026,consensus,2027518843340.0,jpy_abs,yfinance,2026-08-27
9022,Central Japan Railway Company,operating_profit,FY2026,company,778000000000.0,jpy_abs,jquants,2026-04-28
9022,Central Japan Railway Company,dps,FY2027,company,32.0,jpy,jquants,2026-04-28
9022,Central Japan Railway Company,eps,FY2027,company,467.98,jpy,jquants,2026-04-28
9022,Central Japan Railway Company,eps,FY2027,consensus,514.6549,jpy,yfinance,2026-08-27
9022,Central Japan Railway Company,net_profit,FY2027,company,447000000000.0,jpy_abs,jquants,2026-04-28
9022,Central Japan Railway Company,net_sales,FY2027,company,1993000000000.0,jpy_abs,jquants,2026-04-28
9022,Central Japan Railway Company,net_sales,FY2027,consensus,2074863343080.0,jpy_abs,yfinance,2026-08-27
9022,Central Japan Railway Company,operating_profit,FY2027,company,702000000000.0,jpy_abs,jquants,2026-04-28
9022,Central Japan Railway Company,eps,FY2028,consensus,514.6549,jpy,yfinance,2026-08-27
9022,Central Japan Railway Company,net_sales,FY2028,consensus,2074863343080.0,jpy_abs,yfinance,2026-08-27
9024,SEIBU HOLDINGS INC.,dps,FY2026,company,40.0,jpy,jquants,2026-05-14
9024,SEIBU HOLDINGS INC.,eps,FY2026,company,150.71,jpy,jquants,2026-05-14
9024,SEIBU HOLDINGS INC.,eps,FY2026,consensus,113.1865,jpy,yfinance,2026-08-27
9024,SEIBU HOLDINGS INC.,net_profit,FY2026,company,38800000000.0,jpy_abs,jquants,2026-05-14
9024,SEIBU HOLDINGS INC.,net_sales,FY2026,company,513200000000.0,jpy_abs,jquants,2026-05-14
9024,SEIBU HOLDINGS INC.,net_sales,FY2026,consensus,572762060340.0,jpy_abs,yfinance,2026-08-27
9024,SEIBU HOLDINGS INC.,operating_profit,FY2026,company,45500000000.0,jpy_abs,jquants,2026-05-14
9024,SEIBU HOLDINGS INC.,dps,FY2027,company,42.0,jpy,jquants,2026-05-14
9024,SEIBU HOLDINGS INC.,eps,FY2027,company,106.22,jpy,jquants,2026-05-14
9024,SEIBU HOLDINGS INC.,eps,FY2027,consensus,188.27383,jpy,yfinance,2026-08-27
9024,SEIBU HOLDINGS INC.,net_profit,FY2027,company,27000000000.0,jpy_abs,jquants,2026-05-14
9024,SEIBU HOLDINGS INC.,net_sales,FY2027,company,559000000000.0,jpy_abs,jquants,2026-05-14
9024,SEIBU HOLDINGS INC.,net_sales,FY2027,consensus,603382022840.0,jpy_abs,yfinance,2026-08-27
9024,SEIBU HOLDINGS INC.,operating_profit,FY2027,company,53000000000.0,jpy_abs,jquants,2026-05-14
9024,SEIBU HOLDINGS INC.,eps,FY2028,consensus,188.27383,jpy,yfinance,2026-08-27
9024,SEIBU HOLDINGS INC.,net_sales,FY2028,consensus,603382022840.0,jpy_abs,yfinance,2026-08-27
9031,"Nishi-Nippon Railroad Co.,Ltd.",dps,FY2026,company,50.0,jpy,jquants,2026-05-14
9031,"Nishi-Nippon Railroad Co.,Ltd.",eps,FY2026,company,407.28,jpy,jquants,2026-05-14
9031,"Nishi-Nippon Railroad Co.,Ltd.",eps,FY2026,consensus,315.2632,jpy,yfinance,2026-08-27
9031,"Nishi-Nippon Railroad Co.,Ltd.",net_profit,FY2026,company,31000000000.0,jpy_abs,jquants,2026-05-14
9031,"Nishi-Nippon Railroad Co.,Ltd.",net_sales,FY2026,company,472700000000.0,jpy_abs,jquants,2026-05-14
9031,"Nishi-Nippon Railroad Co.,Ltd.",net_sales,FY2026,consensus,502800000000.0,jpy_abs,yfinance,2026-08-27
9031,"Nishi-Nippon Railroad Co.,Ltd.",operating_profit,FY2026,company,28200000000.0,jpy_abs,jquants,2026-05-14
9031,"Nishi-Nippon Railroad Co.,Ltd.",dps,FY2027,company,90.0,jpy,jquants,2026-05-14
9031,"Nishi-Nippon Railroad Co.,Ltd.",eps,FY2027,company,296.18,jpy,jquants,2026-05-14
9031,"Nishi-Nippon Railroad Co.,Ltd.",eps,FY2027,consensus,298.02646,jpy,yfinance,2026-08-27
9031,"Nishi-Nippon Railroad Co.,Ltd.",net_profit,FY2027,company,22500000000.0,jpy_abs,jquants,2026-05-14
9031,"Nishi-Nippon Railroad Co.,Ltd.",net_sales,FY2027,company,510000000000.0,jpy_abs,jquants,2026-05-14
9031,"Nishi-Nippon Railroad Co.,Ltd.",net_sales,FY2027,consensus,522650000000.0,jpy_abs,yfinance,2026-08-27
9031,"Nishi-Nippon Railroad Co.,Ltd.",operating_profit,FY2027,company,24500000000.0,jpy_abs,jquants,2026-05-14
9031,"Nishi-Nippon Railroad Co.,Ltd.",eps,FY2028,consensus,298.02646,jpy,yfinance,2026-08-27
9031,"Nishi-Nippon Railroad Co.,Ltd.",net_sales,FY2028,consensus,522650000000.0,jpy_abs,yfinance,2026-08-27
9041,"Kintetsu Group Holdings Co.,Ltd.",dps,FY2026,company,60.0,jpy,jquants,2026-05-15
9041,"Kintetsu Group Holdings Co.,Ltd.",eps,FY2026,company,252.4,jpy,jquants,2026-05-15
9041,"Kintetsu Group Holdings Co.,Ltd.",eps,FY2026,consensus,252.7007,jpy,yfinance,2026-08-27
9041,"Kintetsu Group Holdings Co.,Ltd.",net_profit,FY2026,company,48000000000.0,jpy_abs,jquants,2026-05-15
9041,"Kintetsu Group Holdings Co.,Ltd.",net_sales,FY2026,company,1750000000000.0,jpy_abs,jquants,2026-05-15
9041,"Kintetsu Group Holdings Co.,Ltd.",net_sales,FY2026,consensus,1888700000000.0,jpy_abs,yfinance,2026-08-27
9041,"Kintetsu Group Holdings Co.,Ltd.",operating_profit,FY2026,company,88000000000.0,jpy_abs,jquants,2026-05-15
9041,"Kintetsu Group Holdings Co.,Ltd.",dps,FY2027,company,70.0,jpy,jquants,2026-05-15
9041,"Kintetsu Group Holdings Co.,Ltd.",eps,FY2027,company,247.18,jpy,jquants,2026-05-15
9041,"Kintetsu Group Holdings Co.,Ltd.",eps,FY2027,consensus,267.38745,jpy,yfinance,2026-08-27
9041,"Kintetsu Group Holdings Co.,Ltd.",net_profit,FY2027,company,47000000000.0,jpy_abs,jquants,2026-05-15
9041,"Kintetsu Group Holdings Co.,Ltd.",net_sales,FY2027,company,1840000000000.0,jpy_abs,jquants,2026-05-15
9041,"Kintetsu Group Holdings Co.,Ltd.",net_sales,FY2027,consensus,1962650000000.0,jpy_abs,yfinance,2026-08-27
9041,"Kintetsu Group Holdings Co.,Ltd.",operating_profit,FY2027,company,90000000000.0,jpy_abs,jquants,2026-05-15
9041,"Kintetsu Group Holdings Co.,Ltd.",eps,FY2028,consensus,267.38745,jpy,yfinance,2026-08-27
9041,"Kintetsu Group Holdings Co.,Ltd.",net_sales,FY2028,consensus,1962650000000.0,jpy_abs,yfinance,2026-08-27
9045,"Keihan Holdings Co.,Ltd.",dps,FY2026,company,97.0,jpy,jquants,2026-05-12
9045,"Keihan Holdings Co.,Ltd.",eps,FY2026,company,323.06,jpy,jquants,2026-05-12
9045,"Keihan Holdings Co.,Ltd.",eps,FY2026,consensus,296.3197,jpy,yfinance,2026-08-27
9045,"Keihan Holdings Co.,Ltd.",net_profit,FY2026,company,32600000000.0,jpy_abs,jquants,2026-05-12
9045,"Keihan Holdings Co.,Ltd.",net_sales,FY2026,company,325400000000.0,jpy_abs,jquants,2026-05-12
9045,"Keihan Holdings Co.,Ltd.",net_sales,FY2026,consensus,330850000000.0,jpy_abs,yfinance,2026-08-27
9045,"Keihan Holdings Co.,Ltd.",operating_profit,FY2026,company,46200000000.0,jpy_abs,jquants,2026-05-12
9045,"Keihan Holdings Co.,Ltd.",dps,FY2027,company,86.0,jpy,jquants,2026-05-12
9045,"Keihan Holdings Co.,Ltd.",eps,FY2027,company,287.41,jpy,jquants,2026-05-12
9045,"Keihan Holdings Co.,Ltd.",eps,FY2027,consensus,289.41434,jpy,yfinance,2026-08-27
9045,"Keihan Holdings Co.,Ltd.",net_profit,FY2027,company,29000000000.0,jpy_abs,jquants,2026-05-12
9045,"Keihan Holdings Co.,Ltd.",net_sales,FY2027,company,321800000000.0,jpy_abs,jquants,2026-05-12
9045,"Keihan Holdings Co.,Ltd.",net_sales,FY2027,consensus,338200000000.0,jpy_abs,yfinance,2026-08-27
9045,"Keihan Holdings Co.,Ltd.",operating_profit,FY2027,company,42400000000.0,jpy_abs,jquants,2026-05-12
9045,"Keihan Holdings Co.,Ltd.",eps,FY2028,consensus,289.41434,jpy,yfinance,2026-08-27
9045,"Keihan Holdings Co.,Ltd.",net_sales,FY2028,consensus,338200000000.0,jpy_abs,yfinance,2026-08-27
9065,SANKYU INC.,dps,FY2026,company,236.0,jpy,jquants,2026-05-26
9065,SANKYU INC.,eps,FY2026,company,584.56,jpy,jquants,2026-05-26
9065,SANKYU INC.,eps,FY2026,consensus,693.2414,jpy,yfinance,2026-08-27
9065,SANKYU INC.,net_profit,FY2026,company,30000000000.0,jpy_abs,jquants,2026-05-26
9065,SANKYU INC.,net_sales,FY2026,company,624500000000.0,jpy_abs,jquants,2026-05-26
9065,SANKYU INC.,net_sales,FY2026,consensus,645566666670.0,jpy_abs,yfinance,2026-08-27
9065,SANKYU INC.,operating_profit,FY2026,company,42000000000.0,jpy_abs,jquants,2026-05-26
9065,SANKYU INC.,dps,FY2027,company,27.0,jpy,jquants,2026-05-26
9065,SANKYU INC.,eps,FY2027,company,131.66,jpy,jquants,2026-05-26
9065,SANKYU INC.,eps,FY2027,consensus,716.117,jpy,yfinance,2026-08-27
9065,SANKYU INC.,net_profit,FY2027,company,33000000000.0,jpy_abs,jquants,2026-05-26
9065,SANKYU INC.,net_sales,FY2027,company,638500000000.0,jpy_abs,jquants,2026-05-26
9065,SANKYU INC.,net_sales,FY2027,consensus,652183333330.0,jpy_abs,yfinance,2026-08-27
9065,SANKYU INC.,operating_profit,FY2027,company,47000000000.0,jpy_abs,jquants,2026-05-26
9065,SANKYU INC.,eps,FY2028,consensus,716.117,jpy,yfinance,2026-08-27
9065,SANKYU INC.,net_sales,FY2028,consensus,652183333330.0,jpy_abs,yfinance,2026-08-27
9069,"SENKO Group Holdings Co.,Ltd.",dps,FY2026,company,50.0,jpy,jquants,2026-05-13
9069,"SENKO Group Holdings Co.,Ltd.",eps,FY2026,company,112.4,jpy,jquants,2026-05-13
9069,"SENKO Group Holdings Co.,Ltd.",eps,FY2026,consensus,145.43777,jpy,yfinance,2026-08-27
9069,"SENKO Group Holdings Co.,Ltd.",net_profit,FY2026,company,19200000000.0,jpy_abs,jquants,2026-05-13
9069,"SENKO Group Holdings Co.,Ltd.",net_sales,FY2026,company,898000000000.0,jpy_abs,jquants,2026-05-13
9069,"SENKO Group Holdings Co.,Ltd.",net_sales,FY2026,consensus,1008960714290.0,jpy_abs,yfinance,2026-08-27
9069,"SENKO Group Holdings Co.,Ltd.",operating_profit,FY2026,company,37000000000.0,jpy_abs,jquants,2026-05-13
9069,"SENKO Group Holdings Co.,Ltd.",dps,FY2027,company,56.0,jpy,jquants,2026-05-13
9069,"SENKO Group Holdings Co.,Ltd.",eps,FY2027,company,139.77,jpy,jquants,2026-05-13
9069,"SENKO Group Holdings Co.,Ltd.",eps,FY2027,consensus,155.39227,jpy,yfinance,2026-08-27
9069,"SENKO Group Holdings Co.,Ltd.",net_profit,FY2027,company,23400000000.0,jpy_abs,jquants,2026-05-13
9069,"SENKO Group Holdings Co.,Ltd.",net_sales,FY2027,company,1020000000000.0,jpy_abs,jquants,2026-05-13
9069,"SENKO Group Holdings Co.,Ltd.",net_sales,FY2027,consensus,1052841000000.0,jpy_abs,yfinance,2026-08-27
9069,"SENKO Group Holdings Co.,Ltd.",operating_profit,FY2027,company,43000000000.0,jpy_abs,jquants,2026-05-13
9069,"SENKO Group Holdings Co.,Ltd.",eps,FY2028,consensus,155.39227,jpy,yfinance,2026-08-27
9069,"SENKO Group Holdings Co.,Ltd.",net_sales,FY2028,consensus,1052841000000.0,jpy_abs,yfinance,2026-08-27
9101,Nippon Yusen Kabushiki Kaisha,dps,FY2026,company,225.0,jpy,jquants,2026-05-11
9101,Nippon Yusen Kabushiki Kaisha,eps,FY2026,company,499.64,jpy,jquants,2026-05-11
9101,Nippon Yusen Kabushiki Kaisha,eps,FY2026,consensus,591.57166,jpy,yfinance,2026-08-27
9101,Nippon Yusen Kabushiki Kaisha,net_profit,FY2026,company,210000000000.0,jpy_abs,jquants,2026-05-11
9101,Nippon Yusen Kabushiki Kaisha,net_sales,FY2026,company,2390000000000.0,jpy_abs,jquants,2026-05-11
9101,Nippon Yusen Kabushiki Kaisha,net_sales,FY2026,consensus,2699763242100.0,jpy_abs,yfinance,2026-08-27
9101,Nippon Yusen Kabushiki Kaisha,operating_profit,FY2026,company,120000000000.0,jpy_abs,jquants,2026-05-11
9101,Nippon Yusen Kabushiki Kaisha,dps,FY2027,company,200.0,jpy,jquants,2026-05-11
9101,Nippon Yusen Kabushiki Kaisha,eps,FY2027,company,464.91,jpy,jquants,2026-05-11
9101,Nippon Yusen Kabushiki Kaisha,eps,FY2027,consensus,493.974,jpy,yfinance,2026-08-27
9101,Nippon Yusen Kabushiki Kaisha,net_profit,FY2027,company,195000000000.0,jpy_abs,jquants,2026-05-11
9101,Nippon Yusen Kabushiki Kaisha,net_sales,FY2027,company,2605000000000.0,jpy_abs,jquants,2026-05-11
9101,Nippon Yusen Kabushiki Kaisha,net_sales,FY2027,consensus,2766717612420.0,jpy_abs,yfinance,2026-08-27
9101,Nippon Yusen Kabushiki Kaisha,operating_profit,FY2027,company,145000000000.0,jpy_abs,jquants,2026-05-11
9101,Nippon Yusen Kabushiki Kaisha,eps,FY2028,consensus,493.974,jpy,yfinance,2026-08-27
9101,Nippon Yusen Kabushiki Kaisha,net_sales,FY2028,consensus,2766717612420.0,jpy_abs,yfinance,2026-08-27
9104,"Mitsui O.S.K.Lines,Ltd.",dps,FY2026,company,200.0,jpy,jquants,2026-04-30
9104,"Mitsui O.S.K.Lines,Ltd.",eps,FY2026,company,581.28,jpy,jquants,2026-04-30
9104,"Mitsui O.S.K.Lines,Ltd.",eps,FY2026,consensus,681.1314,jpy,yfinance,2026-08-27
9104,"Mitsui O.S.K.Lines,Ltd.",net_profit,FY2026,company,223000000000.0,jpy_abs,jquants,2026-04-30
