Code,MarketDiv,Name,ScaleCategory,Sector,Sector33
8584,0111,"JACCS CO.,LTD.",TOPIX Small 1,,
8585,0111,Orient Corporation,TOPIX Small 1,,
8591,0111,ORIX CORPORATION,TOPIX Large70,,
8593,0111,Mitsubishi HC Capital Inc.,TOPIX Mid400,,
8595,0111,"JAFCO Group Co.,Ltd.",TOPIX Mid400,,
8600,0111,"TOMONY Holdings,Inc.",TOPIX Small 1,,
8601,0111,Daiwa Securities Group Inc.,TOPIX Mid400,,
8604,0111,"Nomura Holdings, Inc.",TOPIX Large70,,
8609,0111,OKASAN SECURITIES GROUP INC.,TOPIX Small 1,,
8613,0111,"Marusan Securities Co.,Ltd.",TOPIX Small 1,,
8616,0111,"Tokai Tokyo Financial Holdings,Inc.",TOPIX Small 1,,
8628,0111,"MATSUI SECURITIES CO.,LTD.",TOPIX Small 1,,
8630,0111,"Sompo Holdings,Inc.",TOPIX Large70,,
8697,0111,"Japan Exchange Group,Inc.",TOPIX Large70,,
8698,0111,"Monex Group,Inc.",TOPIX Small 1,,
8706,0111,"KYOKUTO SECURITIES CO.,LTD.",TOPIX Small 1,,
8707,0111,"IwaiCosmo Holdings,Inc.",TOPIX Small 1,,
8714,0111,"Senshu Ikeda Holdings,Inc.",TOPIX Small 1,,
8715,0111,"Anicom Holdings,Inc.",TOPIX Small 1,,
8725,0111,"MS&AD Insurance Group Holdings,Inc.",TOPIX Large70,,
8729,0111,Sony Financial Group Inc.,TOPIX Core30,,
8750,0111,"Daiichi Life Group,Inc.",TOPIX Large70,,
8766,0111,"Tokio Marine Holdings,Inc.",TOPIX Core30,,
8771,0111,"eGuarantee,Inc.",TOPIX Small 1,,
8795,0111,"T&D Holdings, Inc.",TOPIX Mid400,,
8801,0111,"Mitsui Fudosan Co.,Ltd.",TOPIX Large70,,
8802,0111,"Mitsubishi Estate Company,Limited",TOPIX Large70,,
8803,0111,"HEIWA REAL ESTATE CO.,LTD.",TOPIX Small 1,,
8804,0111,"Tokyo Tatemono Co.,Ltd.",TOPIX Mid400,,
8830,0111,"Sumitomo Realty & Development Co.,Ltd.",TOPIX Large70,,
8848,0111,LEOPALACE21 CORPORATION,TOPIX Small 1,,
8850,0111,STARTS CORPORATION INC.,TOPIX Small 1,,
8871,0112,"GOLDCREST Co.,Ltd.",TOPIX Small 1,,
8876,0111,"Relo Group,Inc.",TOPIX Mid400,,
8892,0111,ES-CON JAPAN Ltd.,TOPIX Small 1,,
8897,0111,"MIRARTH HOLDINGS,Inc.",TOPIX Small 1,,
8919,0111,"KATITAS CO.,LTD",TOPIX Small 1,,
8923,0111,TOSEI CORPORATION,TOPIX Small 1,,
8934,0111,"Sun Frontier Fudousan Co.,Ltd.",TOPIX Small 1,,
9001,0111,"TOBU RAILWAY CO.,LTD.",TOPIX Mid400,,
9003,0111,"Sotetsu Holdings,Inc.",TOPIX Mid400,,
9005,0111,TOKYU CORPORATION,TOPIX Mid400,,
9006,0111,Keikyu Corporation,TOPIX Mid400,,
9007,0111,"Odakyu Electric Railway Co.,Ltd.",TOPIX Mid400,,
9008,0111,Keio Corporation,TOPIX Mid400,,
9009,0111,"Keisei Electric Railway Co.,Ltd.",TOPIX Mid400,,
9010,0111,"FUJI KYUKO CO.,LTD.",TOPIX Small 1,,
9020,0111,East Japan Railway Company,TOPIX Large70,,
9021,0111,West Japan Railway Company,TOPIX Large70,,
9022,0111,Central Japan Railway Company,TOPIX Large70,,
9023,0111,"Tokyo Metro Co.,Ltd.",TOPIX Mid400,,
9024,0111,SEIBU HOLDINGS INC.,TOPIX Mid400,,
9025,0111,"Konoike Transport Co.,Ltd.",TOPIX Small 1,,
9031,0111,"Nishi-Nippon Railroad Co.,Ltd.",TOPIX Mid400,,
9037,0111,"HAMAKYOREX CO.,LTD.",TOPIX Small 1,,
9039,0111,"Sakai Moving Service Co.,Ltd.",TOPIX Small 1,,
9041,0111,"Kintetsu Group Holdings Co.,Ltd.",TOPIX Mid400,,
9042,0111,"Hankyu Hanshin Holdings,Inc.",TOPIX Mid400,,
9044,0111,"NANKAI Co.,Ltd.",TOPIX Mid400,,
9045,0111,"Keihan Holdings Co.,Ltd.",TOPIX Mid400,,
9048,0111,"Nagoya Railroad Co., Ltd.",TOPIX Mid400,,
9064,0111,"YAMATO HOLDINGS CO.,LTD.",TOPIX Mid400,,
9065,0111,SANKYU INC.,TOPIX Mid400,,
9068,0111,"Maruzen Showa Unyu Co.,Ltd.",TOPIX Small 1,,
9069,0111,"SENKO Group Holdings Co.,Ltd.",TOPIX Mid400,,
9072,0111,"NIKKON Holdings Co.,Ltd.",TOPIX Mid400,,
9075,0111,"FUKUYAMA TRANSPORTING CO.,LTD.",TOPIX Small 1,,
9076,0111,"SEINO HOLDINGS CO.,LTD.",TOPIX Mid400,,
9090,0111,AZ-COM MARUWA Holdings Inc.,TOPIX Small 1,,
9101,0111,Nippon Yusen Kabushiki Kaisha,TOPIX Large70,,
9104,0111,"Mitsui O.S.K.Lines,Ltd.",TOPIX Large70,,
9107,0111,"Kawasaki Kisen Kaisha,Ltd.",TOPIX Mid400,,
9110,0111,"NS United Kaiun Kaisha,Ltd.",TOPIX Small 1,,
9119,0111,"IINO KAIUN KAISHA,LTD.",TOPIX Small 1,,
9142,0111,Kyushu Railway Company,TOPIX Mid400,,
9143,0111,"SG HOLDINGS CO.,LTD.",TOPIX Mid400,,
9147,0111,"NIPPON EXPRESS HOLDINGS,INC.",TOPIX Mid400,,
9201,0111,"Japan Airlines Co.,Ltd.",TOPIX Mid400,,
9202,0111,ANA HOLDINGS INC.,TOPIX Large70,,
9247,0111,TRE HOLDINGS CORPORATION,TOPIX Small 1,,
9267,0111,"Genky DrugStores Co.,Ltd.",TOPIX Small 1,,
9274,0111,"KPP GROUP HOLDINGS CO.,LTD.",TOPIX Small 1,,
9301,0111,Mitsubishi Logistics Corporation,TOPIX Mid400,,
9302,0111,"MITSUI-SOKO HOLDINGS Co.,Ltd.",TOPIX Mid400,,
9303,0111,"The Sumitomo Warehouse Co.,Ltd.",TOPIX Small 1,,
9336,0111,"Daiei Kankyo Co.,Ltd.",TOPIX Small 1,,
9364,0111,"Kamigumi Co.,Ltd.",TOPIX Mid400,,
9401,0111,"TBS HOLDINGS,INC.",TOPIX Mid400,,
9404,0111,"Nippon Television Holdings,Inc.",TOPIX Mid400,,
9409,0111,TV Asahi Holdings Corporation,TOPIX Small 1,,
9412,0111,SKY Perfect JSAT Corporation,TOPIX Small 1,,
9413,0111,TV TOKYO Holdings Corporation,TOPIX Small 1,,
9416,0111,VISION INC.,TOPIX Small 1,,
9418,0111,"U-NEXT HOLDINGS Co.,Ltd.",TOPIX Small 1,,
9432,0111,"NTT,Inc.",TOPIX Core30,,
9433,0111,KDDI CORPORATION,TOPIX Core30,,
9434,0111,SoftBank Corp.,TOPIX Core30,,
9435,0111,"HIKARI TSUSHIN,INC.",TOPIX Mid400,,
9449,0111,"GMO internet group,Inc.",TOPIX Mid400,,
9468,0111,KADOKAWA CORPORATION,TOPIX Mid400,,
9501,0111,"Tokyo Electric Power Company Holdings,Incorporated",TOPIX Mid400,,
9502,0111,"Chubu Electric Power Company,Incorporated",TOPIX Mid400,,
9503,0111,"The Kansai Electric Power Company,Incorporated",TOPIX Mid400,,
9504,0111,"The Chugoku Electric Power Company,Incorporated",TOPIX Mid400,,
9505,0111,Hokuriku Electric Power Company,TOPIX Mid400,,
9506,0111,"Tohoku Electric Power Company,Incorporated",TOPIX Mid400,,
9507,0111,"Shikoku Electric Power Company,Incorporated",TOPIX Mid400,,
9508,0111,"Kyushu Electric Power Company,Incorporated",TOPIX Mid400,,
9509,0111,"Hokkaido Electric Power Company,Incorporated",TOPIX Mid400,,
9511,0111,"The Okinawa Electric Power Company,Incorporated",TOPIX Small 1,,
9513,0111,"Electric Power Development Co.,Ltd.",TOPIX Mid400,,
9519,0111,"RENOVA,Inc.",TOPIX Small 1,,
9531,0111,"TOKYO GAS CO.,LTD.",TOPIX Mid400,,
9532,0111,"OSAKA GAS CO.,LTD.",TOPIX Mid400,,
9533,0111,"TOHO GAS CO.,LTD.",TOPIX Mid400,,
9543,0111,"SHIZUOKA GAS CO.,LTD.",TOPIX Small 1,,
9551,0111,"METAWATER Co.,Ltd.",TOPIX Small 1,,
9552,0111,"Quants Research Institute Holdings,Inc.",TOPIX Small 1,,
9601,0111,"Shochiku Co.,Ltd.",TOPIX Small 1,,
9602,0111,"TOHO CO.,LTD",TOPIX Mid400,,
9603,0111,"H.I.S.Co.,Ltd.",TOPIX Small 1,,
9605,0111,"TOEI COMPANY,LTD.",TOPIX Small 1,,
9616,0111,"KYORITSU MAINTENANCE CO.,LTD.",TOPIX Mid400,,
9621,0111,"CTI Engineering Co.,Ltd.",TOPIX Small 1,,
9627,0111,AIN HOLDINGS INC.,TOPIX Mid400,,
9672,0111,"TOKYOTOKEIBA CO.,LTD.",TOPIX Small 1,,
9678,0111,"KANAMOTO CO.,LTD.",TOPIX Small 1,,
9682,0111,DTS CORPORATION,TOPIX Small 1,,
9684,0111,"SQUARE ENIX HOLDINGS CO.,LTD.",TOPIX Mid400,,
9692,0111,COMPUTER ENGINEERING & CONSULTING LTD.,TOPIX Small 1,,
9697,0111,"CAPCOM CO.,LTD.",TOPIX Mid400,,
9699,0111,"NISHIO HOLDINGS CO.,LTD.",TOPIX Small 1,,
9706,0111,"Japan Airport Terminal Co.,ltd.",TOPIX Mid400,,
9715,0111,transcosmos inc.,TOPIX Small 1,,
9716,0111,"NOMURA Co.,Ltd.",TOPIX Small 1,,
9722,0111,FUJITA KANKO INC.,TOPIX Small 1,,
9735,0111,"SECOM CO.,LTD.",TOPIX Large70,,
9743,0111,"TANSEISHA CO.,LTD.",TOPIX Small 1,,
9744,0111,MEITEC Group Holdings Inc.,TOPIX Mid400,,
9746,0111,TKC Corporation,TOPIX Small 1,,
9757,0111,Funai Soken Holdings Incorporated,TOPIX Small 1,,
9759,0111,"NSD CO.,LTD.",TOPIX Mid400,,
9766,0111,KONAMI GROUP CORPORATION,TOPIX Mid400,,
9793,0111,"Daiseki Co.,Ltd.",TOPIX Small 1,,
9824,0111,"SENSHU ELECTRIC CO.,LTD.",TOPIX Small 1,,
9828,0112,Genki Global Dining Concepts Corporation,TOPIX Small 1,,
9830,0111,TRUSCO NAKAYAMA CORPORATION,TOPIX Small 1,,
9831,0111,"YAMADA HOLDINGS CO.,LTD.",TOPIX Mid400,,
9832,0111,"AUTOBACS SEVEN CO.,LTD.",TOPIX Small 1,,
9842,0111,ARCLANDS CORPORATION,TOPIX Small 1,,
9843,0111,"Nitori Holdings Co.,Ltd.",TOPIX Mid400,,
9861,0111,"YOSHINOYA HOLDINGS CO.,LTD.",TOPIX Mid400,,
9869,0111,"KATO SANGYO CO.,LTD.",TOPIX Small 1,,
9882,0111,YELLOW HAT LTD.,TOPIX Small 1,,
9887,0111,"MATSUYA FOODS HOLDINGS CO.,LTD.",TOPIX Small 1,,
9889,0111,JBCC Holdings Inc.,TOPIX Small 1,,
9900,0111,Sagami Holdings Corporation,TOPIX Small 1,,
9934,0111,"INABA DENKISANGYO CO.,LTD.",TOPIX Mid400,,
9936,0111,OHSHO FOOD SERVICE CORP.,TOPIX Small 1,,
9948,0111,"ARCS COMPANY,LIMITED",TOPIX Small 1,,
9956,0111,"VALOR HOLDINGS CO.,LTD.",TOPIX Small 1,,
9960,0111,TOTECH CORPORATION,TOPIX Small 1,,
9962,0111,MISUMI Group Inc.,TOPIX Mid400,,
9974,0111,"Belc CO.,LTD.",TOPIX Small 1,,
9983,0111,"FAST RETAILING CO.,LTD.",TOPIX Core30,,
9984,0111,SoftBank Group Corp.,TOPIX Core30,,
9987,0111,"SUZUKEN CO.,LTD.",TOPIX Mid400,,
9989,0111,"SUNDRUG CO.,LTD.",TOPIX Mid400,,
9997,0111,"BELLUNA CO.,LTD.",TOPIX Small 1,,
